hospital_id,department,medicine_id,stock_quantity,last_updated
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,97ffb5a6-6832-40bd-8b4a-faed15b2963d,181,2025-11-25 21:10:07.749194+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,d45ccf92-c435-4027-bc94-134a0ecbd4e9,127,2025-11-25 21:10:07.749879+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,619da02a-3051-42b8-8b48-37e5c5e325cc,96,2025-11-25 21:10:07.750516+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,82cfc68e-73e8-425c-a332-9848b05024dd,32,2025-11-25 21:10:07.751167+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,f08dda97-b7f8-499e-bb31-e5774050ff2a,25,2025-11-25 21:10:07.751826+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,86c3cc43-8024-431e-9bac-dcc1eea8701a,109,2025-11-25 21:10:07.752468+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,8018433f-1f5c-4d04-8f5b-7fdb5f5f9e96,144,2025-11-25 21:10:07.753121+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,04b51ce8-59e9-4a6e-b3ae-b71c62513568,15,2025-11-25 21:10:07.753780+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,4eb6bb84-6acb-48af-948c-ba321d5f7d53,25,2025-11-25 21:10:07.754428+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,f0728fb0-1a42-49dc-88a0-c4c1e8cd98fc,28,2025-11-25 21:10:07.755127+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,c240752c-34b6-4709-8a68-e7660f7f4ac9,52,2025-11-25 21:10:07.755789+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,e5cefb16-231c-42e0-b72b-d5a6f1ae2916,105,2025-11-25 21:10:07.756438+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,e9179438-5146-429f-ad84-6e4d7620055c,28,2025-11-25 21:10:07.757095+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Emergency,64339099-7ef4-44fd-99a1-6b132dd56069,199,2025-11-25 21:10:07.757739+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,3e75c02b-6451-4d2e-9a83-67c1c5fea5b4,114,2025-11-25 21:10:07.759195+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,1732a78b-1dae-457a-bba4-df140820fe38,197,2025-11-25 21:10:07.760018+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,50bd4d92-aa02-4e8d-9fb9-cd313dcc52fd,41,2025-11-25 21:10:07.760669+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,b182a44d-eb75-491d-8450-4bbb63faaf32,43,2025-11-25 21:10:07.761379+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,cac15bc1-69a1-4ffd-8aaf-bbd4bc449d4b,140,2025-11-25 21:10:07.762027+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,3b4c6454-bcf8-4bdd-9e41-7e75d74e4174,37,2025-11-25 21:10:07.762688+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,31b720c8-ca76-4c0b-b295-c402bab97d67,33,2025-11-25 21:10:07.763313+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,ec9e221d-246b-48a7-9b51-4659753a1a4a,168,2025-11-25 21:10:07.763925+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,c94a1292-7a13-45d3-b67b-411e9aa17477,37,2025-11-25 21:10:07.764566+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,b19493af-19f2-4705-bf2a-ffe3d63cc0de,97,2025-11-25 21:10:07.765178+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,a54e4360-9c6d-44b8-9865-5066d4b32fa1,118,2025-11-25 21:10:07.765804+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,9167cb82-df2c-4b76-83db-ae4c329e63b5,93,2025-11-25 21:10:07.766439+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,6c74c337-c5c2-4eb5-8ad7-ea4e72bb0bf0,115,2025-11-25 21:10:07.767054+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,b6fbcdd8-354f-4fc1-be34-88eec0653313,25,2025-11-25 21:10:07.767666+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,5c3edb26-bc4f-4f1a-8594-85bf5482b5a1,131,2025-11-25 21:10:07.768291+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,7847277c-858d-4c72-815b-5463c0d6c1ad,47,2025-11-25 21:10:07.768950+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,7f18bdd4-7b75-4ea1-9e0d-f40a7bd8e710,78,2025-11-25 21:10:07.769573+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,4d85e4ee-0755-4553-bd5d-ab6a16f8624c,110,2025-11-25 21:10:07.770250+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,965d9e14-409a-4d65-95bf-8c714913da15,14,2025-11-25 21:10:07.770899+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,d3b7e4a0-1a67-48c9-85d1-9551abece144,47,2025-11-25 21:10:07.771531+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,7e26e7e6-0477-45cb-9228-cfaff0500565,179,2025-11-25 21:10:07.772185+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,86e79265-2fc3-4a87-90f8-b0c8c2477bbe,103,2025-11-25 21:10:07.772839+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,169a4db7-7ef6-4957-b1e4-6494691859db,130,2025-11-25 21:10:07.773467+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,7e2465d8-fa85-4327-b4b4-23f4f5eb7d71,134,2025-11-25 21:10:07.774099+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,1a25c027-0479-482a-af90-6e6e3f78c692,81,2025-11-25 21:10:07.774733+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,e1c401ab-a4d7-4dbf-a1c5-9d55e8db797b,32,2025-11-25 21:10:07.775361+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,d595e791-a905-4988-ac13-5a730890ca29,100,2025-11-25 21:10:07.775978+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,c19dd47d-69d9-4deb-a412-776d683f702d,96,2025-11-25 21:10:07.776708+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,c75dbd59-860f-489a-aafe-ab493fd11528,10,2025-11-25 21:10:07.777418+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,a2881b84-309f-489a-a412-d534ebf43e37,108,2025-11-25 21:10:07.778113+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,32be78a3-2177-4aed-8546-223187ac269f,25,2025-11-25 21:10:07.778788+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,20b98bdb-511f-4cbc-b090-bcf1a70b3aa0,191,2025-11-25 21:10:07.779430+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,b8232415-fc30-4d93-b848-014ea8862b77,58,2025-11-25 21:10:07.780070+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,b10ffeae-1be0-41e7-93bd-bdfa2142320d,120,2025-11-25 21:10:07.780725+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,7eff5d3d-694b-4107-94b3-1416785999d7,66,2025-11-25 21:10:07.781365+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,1ccba835-d05d-478b-8782-891dad4f9989,146,2025-11-25 21:10:07.782013+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,f13e0758-cc4b-412a-8619-c769c3f19301,117,2025-11-25 21:10:07.782683+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,e2ac79c4-0377-4a9f-9be9-664d1b38beb4,99,2025-11-25 21:10:07.783314+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,4fba62d1-0643-40d0-a2ff-d887dc1d70e6,73,2025-11-25 21:10:07.783944+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,2245f4dc-1fe9-4413-bc92-de284d06a5e3,165,2025-11-25 21:10:07.784611+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,afacc702-e12d-484b-bdef-0f3446f89839,48,2025-11-25 21:10:07.785232+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Internal Medicine,9e188d1f-000e-4b19-a608-d60e984bc193,116,2025-11-25 21:10:07.785852+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,aa4b49c3-5aa0-4353-a91e-246313e24c7a,40,2025-11-25 21:10:07.787789+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,f1ce435f-26a1-417e-a44d-f52881e88cd1,93,2025-11-25 21:10:07.788544+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,065a5df4-32ba-4889-a600-e34aa05c72ad,110,2025-11-25 21:10:07.789218+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,f6e5dbe3-0729-44ad-97e8-fc605a76d05b,184,2025-11-25 21:10:07.789912+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,2e6a3a89-fbe3-4e4c-8db0-e7ef444e83af,196,2025-11-25 21:10:07.790564+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,44d96322-ecc3-4c6a-b87b-d0a6788d7a6a,115,2025-11-25 21:10:07.791225+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,31dd65af-29c6-4040-8f89-b4d234a1ae44,96,2025-11-25 21:10:07.791863+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,49d8e7d5-b455-4519-ae6c-a2ed4fb3b600,188,2025-11-25 21:10:07.792502+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,c7e2421b-698d-4121-aca5-d113e348dcda,158,2025-11-25 21:10:07.793144+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,4f35e6c4-8c9d-4aee-bb99-3012fe4d8d12,56,2025-11-25 21:10:07.793773+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,ffdaa757-5a73-46d0-acf4-947259cb1830,23,2025-11-25 21:10:07.794399+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,bd323792-b2db-4bff-822d-65a0e7c81dd8,96,2025-11-25 21:10:07.795029+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,78671fd8-74a4-4906-a91e-ed287bcab4e5,111,2025-11-25 21:10:07.795664+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,3cceba7e-5371-4d7c-b960-c65ac0a2a124,125,2025-11-25 21:10:07.796291+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,73a0fee7-1da3-4168-9bcd-4b3abdfa98a6,55,2025-11-25 21:10:07.796918+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,622dae53-b15b-43f4-8703-e1e52734a1a0,80,2025-11-25 21:10:07.797529+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,4aa56f1f-a184-4d57-9ee4-c4022908d310,26,2025-11-25 21:10:07.798149+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,cd91dfc6-dffa-4a0b-be35-d490dfa97290,112,2025-11-25 21:10:07.798770+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,fc1d3e21-f238-4058-9f4a-1dc483ae81e3,64,2025-11-25 21:10:07.799379+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,35f4ba86-4cb3-45cd-b252-73a9b503ba7e,186,2025-11-25 21:10:07.800006+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,a94dc54c-2a68-49a1-97fd-3a5cb30d10f5,170,2025-11-25 21:10:07.800631+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,44714fe2-28c2-401f-8ae8-b92d0bd73e72,145,2025-11-25 21:10:07.801246+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,a873047e-f0c4-40d3-80cb-f03caed43028,79,2025-11-25 21:10:07.801888+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,b6bd05d9-a03d-4583-a4d8-dc3dfa382188,14,2025-11-25 21:10:07.802507+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,f6193568-6387-41aa-96bb-acd86707974a,182,2025-11-25 21:10:07.803147+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,5e7d6d49-8785-4c0b-96ca-a0da29b33efb,192,2025-11-25 21:10:07.803926+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,eb02906f-9ec6-4598-8fb3-51ac80a5349f,122,2025-11-25 21:10:07.804623+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,39283060-a285-4632-a95b-1528a549bb30,47,2025-11-25 21:10:07.805278+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,0d31180c-3ec5-409f-98fb-ba5b68c681af,50,2025-11-25 21:10:07.805928+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,05d8a01e-58da-4285-a6b4-6b7a624d7dfe,195,2025-11-25 21:10:07.806570+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,a3c27677-6501-4b4c-87dc-be426f7be817,102,2025-11-25 21:10:07.807203+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,e67d3e4f-1683-4661-8ad3-496464a90422,33,2025-11-25 21:10:07.807983+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Pediatrics,81301eb4-6969-4deb-82de-ce3ea9a57265,156,2025-11-25 21:10:07.808708+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,4a928e53-9923-4fe1-970d-5cb0fd69ec3c,158,2025-11-25 21:10:07.809977+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,8a3fee40-aafd-47b5-a4d9-97cd7d965198,149,2025-11-25 21:10:07.810658+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,e841c484-f095-478f-9490-50778421bfa9,24,2025-11-25 21:10:07.811318+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,62deb524-0890-4469-9765-49ada9eb1dc8,22,2025-11-25 21:10:07.811951+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,411baa74-2c3c-4193-93c1-21e5fc02e6ac,146,2025-11-25 21:10:07.812578+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,4525c26c-896d-42e0-b2e1-77fa4a4b3b55,60,2025-11-25 21:10:07.813224+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,a511393e-a482-4fda-b5d2-5c1a1b286455,15,2025-11-25 21:10:07.813850+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,625aac2b-de5d-4293-8c42-8254206dbd7f,75,2025-11-25 21:10:07.814467+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,b06297ab-acc2-4a2e-9c4e-6968c426faa5,157,2025-11-25 21:10:07.815088+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,f9e3c2a0-d0de-4b38-9434-0e40a5079c09,180,2025-11-25 21:10:07.815731+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,7e9a0fcb-a022-4281-af44-ce11801e3c26,92,2025-11-25 21:10:07.816370+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,ef40e3ed-aa19-46d8-a134-a0aa15b97df6,37,2025-11-25 21:10:07.817024+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,864d2e1a-76cf-425e-94b3-edc32f824d22,179,2025-11-25 21:10:07.817658+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,f70f3141-5d23-4c83-b0c9-66d0b9987ad3,130,2025-11-25 21:10:07.818314+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,47573acf-961c-4b20-a2be-af33e473a88d,80,2025-11-25 21:10:07.818927+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,cc51163d-932f-44cd-97d0-3076f2811118,181,2025-11-25 21:10:07.819598+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,ae5a99b9-1f45-4f27-b977-95e8e275e270,23,2025-11-25 21:10:07.820320+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,9a5f0aaf-2666-401e-94d1-4b19372f886d,146,2025-11-25 21:10:07.820982+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,a007a9c6-95be-4d1e-b4a3-b672b681a4da,10,2025-11-25 21:10:07.821633+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,60630059-257a-4703-8304-98d7ef9a27e2,170,2025-11-25 21:10:07.822259+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,cf8a82ac-a9c5-44b0-9b5f-435d3821d159,94,2025-11-25 21:10:07.822909+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,0d0c3d5e-d310-42bd-8755-47583aa39a54,98,2025-11-25 21:10:07.823567+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,8484e8e2-87ef-4ef1-a714-2ebef4a68e71,108,2025-11-25 21:10:07.824204+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,0d14cf40-5c70-443f-96c6-e639c1c06287,195,2025-11-25 21:10:07.824834+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,a5007fce-0b22-4c58-8426-5b15ef518fff,187,2025-11-25 21:10:07.825473+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,21e9d147-727e-4ec9-b4e7-8f1eb25d0591,22,2025-11-25 21:10:07.826110+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Gynecology & Obstetrics,9ca209dd-1eef-4943-a27f-baed1601ce97,174,2025-11-25 21:10:07.826729+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,33937d55-a37e-4545-a0ee-e40ba64cdaae,78,2025-11-25 21:10:07.829644+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,ac1c5d09-23e6-44b4-8543-126e597b41d9,124,2025-11-25 21:10:07.830376+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,b3f87641-d3a6-4891-9aea-413fa8275775,133,2025-11-25 21:10:07.831023+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,d393b0f8-fead-4200-ad54-97c4c627b4ef,68,2025-11-25 21:10:07.831644+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,d4f0a94b-2dc5-4f58-a578-2158c90e7c47,102,2025-11-25 21:10:07.832276+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,073eb937-22fb-496d-9533-9213090f89e2,51,2025-11-25 21:10:07.832897+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,6188aa26-a786-4a86-a16b-e06553920c5a,156,2025-11-25 21:10:07.833513+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,79d269fe-276f-431f-ac5a-6b813812d8d0,109,2025-11-25 21:10:07.834142+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,295d8269-65a7-4252-9be6-b304b50dcfe5,63,2025-11-25 21:10:07.834749+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,c121b290-09de-430c-b6c3-fafadd11a05a,94,2025-11-25 21:10:07.835404+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,6a2829c9-3b33-4f3a-a3d1-5f4d5272218e,10,2025-11-25 21:10:07.836035+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,e7109eda-9675-41ab-b2cc-468dd6fb340b,42,2025-11-25 21:10:07.836677+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,2007c0c6-6514-4352-9228-cb3c75bf5882,199,2025-11-25 21:10:07.837300+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,76a58aa9-eff5-4a6a-a865-9b3a9fff774e,154,2025-11-25 21:10:07.837971+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,37b3410a-c189-421b-b497-01e1dda19bc9,196,2025-11-25 21:10:07.838714+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,8ec445bc-011b-43e4-9de7-3ca6ecdc7c3a,78,2025-11-25 21:10:07.839570+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,389dd4a5-a0c6-4786-98be-1202c0995fd3,58,2025-11-25 21:10:07.840256+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,d3080d1b-33bc-401c-9442-cfb15ef3ad94,122,2025-11-25 21:10:07.840952+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,e10a0984-858d-439a-9b4a-8a010e255356,149,2025-11-25 21:10:07.841658+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,3160cd8e-1e55-4ddb-bc18-b80f3d8ea41b,181,2025-11-25 21:10:07.842324+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,b55f73d5-5d32-4df6-b3f3-544ac05fec48,67,2025-11-25 21:10:07.842961+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,4045ba70-75e2-471f-83ad-53909d76beb7,28,2025-11-25 21:10:07.843602+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,254ac8aa-c091-4a50-9855-f78618068c12,115,2025-11-25 21:10:07.844225+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,ad10d49d-58e3-4042-99ce-f765e21d6f05,153,2025-11-25 21:10:07.844838+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,32c8f394-17db-41ed-b91e-a4dab0ca65db,16,2025-11-25 21:10:07.845496+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,a7d645c3-3984-4036-a993-51098eee3320,55,2025-11-25 21:10:07.846099+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,c79e5272-8f8e-420f-a9bf-ed02f8cc4514,189,2025-11-25 21:10:07.846705+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,f8aaddda-78eb-4107-bd1e-b6b63f8c614d,147,2025-11-25 21:10:07.847335+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,51b7be2f-7270-4383-a79c-03a4da813414,90,2025-11-25 21:10:07.847945+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,d9a0ee47-b84f-4cb8-847b-4a696534f3e7,26,2025-11-25 21:10:07.848552+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,346994b0-42d0-495e-9601-076ec5a2aeb8,137,2025-11-25 21:10:07.849195+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,85613e67-fd33-40c3-9343-abd5bc83ea09,171,2025-11-25 21:10:07.849800+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,dff1b489-9ad1-4622-bfc5-0e75ed0032b4,124,2025-11-25 21:10:07.850405+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,7f340c07-7b52-44d1-8baf-3ed4ee16a8b9,47,2025-11-25 21:10:07.851014+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,7f4eead2-6a88-4715-a232-9ee1734b3871,26,2025-11-25 21:10:07.851639+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,f4e3ba47-5e34-4e81-a312-6f4447dc91a9,133,2025-11-25 21:10:07.852246+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,875f0f9f-c98d-4287-af21-802b98e4d061,51,2025-11-25 21:10:07.852875+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,6ffb1d44-572a-46cc-9ec7-72cdb16170f2,55,2025-11-25 21:10:07.853548+00:00
84f84087-902c-47b0-930b-78a2336ee56b,Cardiology,26b0f8ce-80f7-42c8-bcc4-0a0715db51ef,169,2025-11-25 21:10:07.854308+00:00
0f3a5e1d-02c0-472d-8fc7-1af75bab1e59,Emergency,cd82fa7f-f8bc-40ec-befd-d29846899546,19,2025-11-25 21:10:07.856600+00:00
